label,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z,p4_x,p4_y,p4_z,p5_x,p5_y,p5_z,p6_x,p6_y,p6_z,p7_x,p7_y,p7_z,p8_x,p8_y,p8_z,p9_x,p9_y,p9_z,p10_x,p10_y,p10_z,p11_x,p11_y,p11_z,p12_x,p12_y,p12_z,p13_x,p13_y,p13_z,p14_x,p14_y,p14_z,p15_x,p15_y,p15_z,p16_x,p16_y,p16_z,p17_x,p17_y,p17_z,p18_x,p18_y,p18_z,p19_x,p19_y,p19_z,p20_x,p20_y,p20_z,tip4_dist,tip8_dist,tip12_dist,tip16_dist,tip20_dist,angle_1_2_3,angle_2_3_4,angle_5_6_7,angle_6_7_8,angle_9_10_11,angle_10_11_12,angle_13_14_15,angle_14_15_16,angle_17_18_19,angle_18_19_20
open_palm,0.0,0.0,0.0,-0.2027958945547727,-0.12721148142255423,-0.0821646986072889,-0.3784880382274353,-0.3763046427673985,-0.15293368641940666,-0.516977991803224,-0.6000262596254602,-0.22108917385749388,-0.6335112623351853,-0.7237106050324229,-0.3017326071009906,-0.29143363802850986,-0.9013273063235514,-0.13388161138367682,-0.38683148160847813,-1.3187284151467098,-0.2060769449318566,-0.4414550474314432,-1.5447843813594886,-0.2640669969105447,-0.476577126312009,-1.743115636763287,-0.3092699786375692,-0.10817853697042998,-0.9820796950356981,-0.154327174332739,-0.1561371329116509,-1.471517591388671,-0.2144836865007311,-0.18384469937248227,-1.7646853175092565,-0.2658679636412088,-0.19830574795899072,-2.0173729377977905,-0.3094173259468157,0.06268809993045726,-0.9245980409297968,-0.1818571556629691,0.07799214866011124,-1.4069567850390285,-0.24878639098621072,0.08208567539687857,-1.6851217429870715,-0.29943996869085615,0.08624338890049751,-1.9284234598961194,-0.33623079897085545,0.2261310250052861,-0.773502391761119,-0.2129812300514103,0.2593183014739797,-1.132735863474988,-0.27643008429631516,0.26808575385559275,-1.3587002537793598,-0.29657119132500365,0.266811845157134,-1.5722782707007033,-0.3085421017468591,1.0080357759176388,1.8333646118922917,2.05057499775759,1.9594147373599449,1.6243293230697147,0.9797758445564999,0.9148192016901973,0.9750858853511831,0.9794309606910546,0.9837186419790372,0.988351304549093,0.9855133633003793,0.9904053839733165,0.96806715780618,0.9823630270100048
open_palm,0.0,0.0,0.0,-0.21683171695170492,-0.17618803632352045,-0.0813616217766448,-0.3978349137041461,-0.45042757319115434,-0.12821614662628375,-0.5425353685442273,-0.6990047911835638,-0.16594641731676557,-0.6712553731678353,-0.8752309241305236,-0.20076613305939378,-0.2689338147046632,-0.9083589173308235,-0.05121735251305527,-0.3359192340848588,-1.2742811381776546,-0.098004373215356,-0.3694018328227642,-1.5147509974862057,-0.1485884175713446,-0.39711974438925035,-1.7301624867603114,-0.18826230441446626,-0.12297265051308999,-0.990855981795928,-0.05551711956696687,-0.14115322587136142,-1.3799609910455108,-0.08554914710513022,-0.14779521869819054,-1.6492999660487417,-0.12940672253148566,-0.15816129188074796,-1.8829032249496178,-0.16414038233502973,0.017777762245034252,-0.9773231944972492,-0.07051918281746833,0.01887913382313678,-1.3559946038478468,-0.10896166627209322,0.023305022592649435,-1.6216169011567758,-0.14263984874147065,0.0191219772284725,-1.8579540893093942,-0.16753578903723537,0.15148102187776183,-0.8787210081640846,-0.09151560193860349,0.16218111758810444,-1.1762989698771464,-0.12772551718496467,0.1649522406996975,-1.3793519867286355,-0.13398406117753228,0.16487063087128728,-1.56820381012044,-0.1353759082248145,1.1211244296440437,1.7851075646133634,1.8966501031787986,1.8655903324693113,1.5826471974283642,0.9819144472368332,0.966162666067332,0.9711398743434961,0.9914867821650953,0.9722397237439563,0.9923871784523952,0.9909502902418018,0.9872178769514998,0.9704300491859402,0.9912973308359905
open_palm,0.0,0.0,0.0,-0.2095528935117465,-0.17338843983620372,-0.07092503393399288,-0.372988167142137,-0.4251767665249167,-0.11350963127771366,-0.5033822595225739,-0.649025265293696,-0.15012025776238577,-0.6236407584033631,-0.8168344424993803,-0.1836884174891793,-0.24414077369378395,-0.9147666021289104,-0.035973109836033725,-0.31517243888476765,-1.2640574638019488,-0.08080821563238638,-0.35489857626681637,-1.4902207808285488,-0.12736766207627834,-0.3835004981082264,-1.6907989209415981,-0.16345064062615156,-0.1167996606532385,-0.992095858340448,-0.045865533192345966,-0.14040207045664527,-1.385841908418092,-0.07773933143582783,-0.14840209306700128,-1.6539241723715292,-0.11801057496101316,-0.15407507981178425,-1.873518098446211,-0.14914899978720692,0.006376419695229144,-0.9728901136829419,-0.06739392039756897,0.00589474469371022,-1.339401275071506,-0.10721847332973479,0.008535756342066237,-1.5821945972582614,-0.13767576652374242,0.003294569980854765,-1.7923453167274177,-0.159326748217712,0.12403047606867408,-0.8743008810666282,-0.09519973643247051,0.13299568969145523,-1.1634168446346909,-0.1308870757888402,0.13069894679852814,-1.346903220960347,-0.1375689461381554,0.12468637750402942,-1.513344862920232,-0.14007911013636373,1.0439768851439548,1.7414332416224372,1.8857504128494942,1.7994159055881704,1.5249201697002792,0.984782396465407,0.9695817288264266,0.9747161569293633,0.9873905972334031,0.9762439783581844,0.9970943368014014,0.9934720461395053,0.9866587261535029,0.9692398472165467,0.9898784504536989
open_palm,0.0,0.0,0.0,-0.20743828629041913,-0.125387014094816,-0.07322752247802207,-0.3867109997290367,-0.40845136849965824,-0.10460801056753574,-0.5180152249956301,-0.6473620090948158,-0.1317312578548129,-0.6412633839830683,-0.8037431967730485,-0.15683941931413492,-0.2489593806276347,-0.9171416459609363,-0.020519285462880878,-0.3247810912263392,-1.2739151109091083,-0.058499962791153964,-0.36534497718375014,-1.4847837467843112,-0.09942488218039432,-0.39498218804718555,-1.6699054929532142,-0.13132887800943582,-0.12077967593684655,-0.992281741532153,-0.028092976035087168,-0.1477885020136197,-1.420646296570447,-0.05059668926927082,-0.1619325219962891,-1.6786111600351568,-0.08234787646096828,-0.17377388922456746,-1.8789525363816963,-0.10803720620043712,0.0014943359275590646,-0.9747484484170273,-0.04997978024091329,-0.0035545952663598923,-1.3711418031625233,-0.08044183908589957,-0.005712929928449849,-1.604434455485023,-0.10471035233677539,-0.01480039628274777,-1.8040371332393967,-0.12367632435411084,0.12049425811345764,-0.8874874963542732,-0.080716770768559,0.1277775789265595,-1.1865083162671624,-0.10771258577319029,0.12311400414107365,-1.3668281828121245,-0.11305509714739108,0.11222188408328285,-1.526423158242973,-0.11698516083082483,1.0401059837570257,1.7210004527800324,1.8900613843140222,1.8083320665858056,1.5350071456323153,0.9802594233439101,0.9471694188215423,0.9723998499464048,0.988351304549093,0.9775980289393611,0.997911860268551,0.9913481437690878,0.988165583806202,0.9750182778364314,0.9864489155071696
open_palm,0.0,0.0,0.0,-0.20391993854089277,-0.11509081482525381,-0.05257537858504205,-0.3905386933613412,-0.41972633215218347,-0.06551803299507955,-0.5196646335007884,-0.6519527738446013,-0.07775223054335524,-0.6362681115140435,-0.7859240475081041,-0.08845879692095977,-0.25759073821098255,-0.9178082026736573,0.010636016868049823,-0.33295230675404075,-1.2619151457624476,-0.013729962645659568,-0.37196458303711954,-1.4587399598101711,-0.046913893382453345,-0.4017353872906242,-1.6370220200834438,-0.07552128564871531,-0.13447331027517181,-0.9909107723718757,-0.0035735166167433826,-0.16273087066382758,-1.4064923161397167,-0.010365255927230749,-0.1773594477162694,-1.6516979637758826,-0.03303845420135036,-0.18924839140172847,-1.8455891983895247,-0.055271284911554565,-0.015304982626061928,-0.976494723045656,-0.03170595118993207,-0.016657793773302135,-1.3673882099608816,-0.04718900977746329,-0.0206465459933106,-1.5943228605872737,-0.06706328148653776,-0.031907860960348054,-1.7901772806688203,-0.08695805834679314,0.09817453690093374,-0.8959827167720453,-0.06814498394593942,0.10403688444664537,-1.1888577029506713,-0.08519424205297488,0.09877346359231676,-1.3693287490317296,-0.08976161801315917,0.08688850169095554,-1.5367438568713212,-0.09634380783453736,1.0150559969449329,1.6872865436035638,1.8560898032681512,1.7925720380853098,1.542210563660456,0.9862322065395056,0.9334992010054197,0.9691630572071743,0.9902542272977762,0.9757478736191738,0.9930048821150507,0.9841534221831014,0.9866342970921912,0.9811899052089792,0.9860097831020079
open_palm,0.0,0.0,0.0,-0.20670925858212436,-0.1133971361953739,-0.048400440359344085,-0.4024870999282496,-0.41597542397007214,-0.0548535474787367,-0.5336974700177275,-0.6487594410817896,-0.06111301666447047,-0.6465033859943659,-0.7814182424670694,-0.06521573533389281,-0.26912134692481676,-0.9151839385596469,0.023089558425557318,-0.34571722930770077,-1.259613562448666,0.00478633841215487,-0.38390709351291463,-1.4586895406778333,-0.02329534310058086,-0.4126236229945612,-1.639692950166035,-0.04847858609399753,-0.14766078563530044,-0.9889909521370122,0.009653443773697104,-0.1795567253954104,-1.3875276260582559,0.007876573411959742,-0.19542066313066903,-1.613831766404454,-0.008880174661706427,-0.20851353689108854,-1.7910766926163875,-0.02644812933316818,-0.029563839741652616,-0.9829071912540426,-0.018151421437054577,-0.036008190045956304,-1.3632306049918943,-0.028820669821308775,-0.044150488876006595,-1.585406936625437,-0.04097582336593623,-0.05686846279043364,-1.7782346672882066,-0.055527156639437206,0.08281043389121985,-0.9142076680774286,-0.05459144622710825,0.0816847359515221,-1.2004862157659342,-0.06781879221923777,0.0762923682598968,-1.3779670975844445,-0.06817581963443413,0.06757798524408436,-1.5452017985476911,-0.07151435538708771,1.0162845024389795,1.6915086161137418,1.8033671610201047,1.7800100615249919,1.5483312582748885,0.9805024501123274,0.9390835583807235,0.9711465805608062,0.9898427073799785,0.9777232991081372,0.9920169481052636,0.9894753023557761,0.988644878000095,0.9836176474034758,0.991044891874863
open_palm,0.0,0.0,0.0,-0.20486523282887747,-0.09655272651722219,-0.049961209823670354,-0.40317640026866236,-0.4000519118874873,-0.057576684547621715,-0.5312968995106058,-0.6343432532357748,-0.06499946082415303,-0.6454304305868822,-0.76097647646936,-0.07015801999449521,-0.28034887823059046,-0.9077900911795256,0.019137413401343787,-0.3603941160522829,-1.251845117523197,-0.0006448846104113616,-0.39727829612507315,-1.4524088904871084,-0.028489565403565013,-0.42446612214136786,-1.6341628940139836,-0.05355931518105139,-0.15880703361034276,-0.9872984226933688,0.004706444843989278,-0.1894738634758481,-1.3876815854887519,0.001567491628112696,-0.20163385993830632,-1.6154005644095453,-0.01467009198062508,-0.21141689724913,-1.7827027225281054,-0.030931006609510134,-0.04055716564586986,-0.9806548591209632,-0.024173296114417583,-0.04557833661864358,-1.3606975934477732,-0.037649729820712075,-0.0531435410575067,-1.5856158836126804,-0.04896462147299069,-0.06532191735039555,-1.7752735453928346,-0.062195693239689584,0.07037123761301796,-0.9079180876563081,-0.06159919219448979,0.07166842312286854,-1.1843770651979262,-0.0796015064965191,0.06705475451666904,-1.360573902156497,-0.08115685307619337,0.0592395181503264,-1.5222842038466158,-0.08433701909684858,1.0002938499445244,1.689239016024835,1.7954617312884855,1.777563337300683,1.525769068562392,0.974972341196259,0.9258252148555681,0.9706142884166502,0.9894701383599528,0.9785639530879949,0.9916819976480212,0.9919799611734493,0.9885300228515281,0.9795937881751573,0.9921650997640306
open_palm,0.0,0.0,0.0,-0.2041649305804258,-0.09893366341593034,-0.05269474854116789,-0.4042526726018161,-0.3951266599328883,-0.06353814691394391,-0.5326379772991429,-0.6317988436557642,-0.07392653291737024,-0.6466722709197501,-0.7617634430207295,-0.08278239702348718,-0.2778596599646873,-0.9058795398344511,0.009836879657877946,-0.3601293763292418,-1.2548701163239377,-0.01582858141495532,-0.39890554006537593,-1.4590462564750752,-0.0478342284885274,-0.42717264760590895,-1.6451314043004448,-0.07585756446449579,-0.15635845379397603,-0.9876838080539375,-0.005720947057083749,-0.18974256305731108,-1.4039550644893406,-0.01398902236987459,-0.20523519362284157,-1.6456556608649922,-0.03490372202716989,-0.2159809892595899,-1.8273149522900891,-0.05564318456732586,-0.0380253734589979,-0.9808145161990828,-0.03567170571535325,-0.044277469696614634,-1.3665322472828456,-0.052904279677285664,-0.054667235983001716,-1.5965599997932,-0.06808085158652671,-0.06914130137701008,-1.7895350182375667,-0.08504085887629474,0.0750348586588824,-0.9063909974115443,-0.07432684111771103,0.0774159722464486,-1.188822154542242,-0.09371867170881924,0.07395003990524418,-1.3691155514107838,-0.09644907008227935,0.06584434913160679,-1.5299238701631983,-0.10185972700498135,1.002657216777627,1.7013783172371395,1.8408758476804663,1.7928881863443276,1.5347240568888054,0.9690061427860894,0.9289229505091963,0.9706315813209188,0.9882696578868506,0.9782774355199897,0.9911602962923155,0.9885997508570603,0.9883254052685716,0.9808596652016942,0.9884806252486448
open_palm,0.0,0.0,0.0,-0.20647541442671488,-0.11481649280563462,-0.052245807784256526,-0.40145664423560345,-0.39893752679260747,-0.06701105748984104,-0.530416562262566,-0.6239064966650106,-0.08180341967388459,-0.64592584583722,-0.7503957482521493,-0.09534293326564754,-0.27219756846021187,-0.9095605572117658,0.006643982064949746,-0.3558853377338476,-1.2512589558699685,-0.023163725963866608,-0.3965988244840487,-1.4511248668674037,-0.058782948510612075,-0.42711124121403904,-1.636152971945199,-0.08910861130911799,-0.15110704730598346,-0.988459041054396,-0.010741713657096178,-0.1839678732812647,-1.3998236225569942,-0.02284830282037428,-0.20017008957520852,-1.640717826304516,-0.04596324925580805,-0.21146226949241723,-1.8244818539144034,-0.06786832749016036,-0.032087952978220716,-0.9764753255755039,-0.04240451679677629,-0.03988965233529626,-1.3562378030194282,-0.062432913622853595,-0.051425677197658115,-1.5829963638311055,-0.07691791214050848,-0.06677853652753037,-1.7758442432516157,-0.09262326507053155,0.08300686113406433,-0.8968560180000152,-0.08278818735936484,0.08603609483843767,-1.1808788110928186,-0.10290910342617138,0.0816467184647029,-1.3605028301864033,-0.1037356783770933,0.0722411988540909,-1.5217485218677504,-0.10727976675053763,0.9946880175407407,1.6933283510843207,1.8379489755045253,1.779511511191481,1.527234855211408,0.9738766862690619,0.9299306015193123,0.9692701443827957,0.9875637721043847,0.9785789013625484,0.992461322913612,0.9897544845413252,0.9893781842123271,0.9761766432059542,0.9878995769770875
open_palm,0.0,0.0,0.0,-0.20568758724343175,-0.1016749141979608,-0.05506130807036856,-0.40579284232797735,-0.396570161816118,-0.06617661207468133,-0.5416739065450844,-0.6256873595117685,-0.07652932553391907,-0.6610691892131164,-0.7340732787643044,-0.08526287089349086,-0.27534450458392934,-0.9089240740424627,0.00897172514141774,-0.3600081472613473,-1.2540070990682497,-0.016860529514931416,-0.40116934661007425,-1.4561934032439432,-0.04851272825133291,-0.4317884453018232,-1.6391076899784922,-0.07550282120868962,-0.15457956486150376,-0.9879719782913751,-0.0040654936052934776,-0.18418789013838313,-1.4007573563736206,-0.01129169029072494,-0.19928905406448189,-1.6415239918110616,-0.028812259995484892,-0.20885752771835536,-1.8223991360471405,-0.04609783428477005,-0.03538922498240879,-0.9801020391910231,-0.031973755930720195,-0.03823071297435735,-1.3555080966564366,-0.04745860318886569,-0.04785613879272182,-1.5828890183641864,-0.05858573858033532,-0.06036521420540431,-1.7752973159226177,-0.07145854812938694,0.07834849766767062,-0.9079195058634256,-0.069249085720337,0.08535276386775921,-1.1877052592388868,-0.08522739267012602,0.08378904443794331,-1.3632480658172261,-0.08393929621547745,0.07840459979985578,-1.5198558927636852,-0.0856169305996792,0.9915370939484127,1.6967073869271818,1.8349073786640389,1.7777600634250041,1.5242832659461902,0.9804770518874624,0.9049994282800117,0.9717031655298741,0.9887195984292165,0.9822496501552251,0.9921520056240618,0.9886891169922197,0.9908467635235422,0.9768410384612511,0.9900669947961104
